category,price,discount,quantity,payment_method,region,returned,total_amount,shipping_cost,profit_margin,customer_age,customer_gender,delivery_days,order_year,order_month,order_day_of_week
Sports,124.39,0.0,1,Credit Card,South,0,124.39,6.17,31.15,24,Male,5,2023,9,4
Home,26.33,0.2,1,PayPal,North,0,21.06,4.64,1.26,32,Male,4,2025,3,2
Toys,5.94,0.0,1,Credit Card,South,0,5.94,2.09,0.29,61,Male,4,2025,3,5
Grocery,12.62,0.05,1,UPI,West,0,11.99,3.41,-2.45,50,Female,5,2024,1,0
Sports,90.03,0.1,1,Debit Card,East,0,81.03,6.0,18.31,18,Female,6,2024,3,6
Home,109.47,0.05,1,Credit Card,North,0,104.0,7.14,21.98,24,Female,3,2024,10,3
Beauty,27.64,0.0,2,PayPal,East,0,55.28,6.33,18.55,62,Male,8,2024,9,0
Electronics,104.45,0.0,1,PayPal,South,0,104.45,8.1,4.43,28,Female,4,2024,6,1
Electronics,575.1,0.1,2,Credit Card,South,0,1035.18,9.92,114.3,43,Female,8,2025,3,5
Toys,42.96,0.1,1,Debit Card,Central,0,38.66,5.04,10.42,55,Female,6,2024,4,6
Electronics,289.27,0.0,1,UPI,South,1,289.27,8.15,26.56,44,Male,4,2025,4,1
Electronics,425.26,0.0,2,Debit Card,West,0,850.52,8.99,93.07,30,Male,4,2024,3,5
Home,235.54,0.1,1,Debit Card,West,0,211.99,8.38,50.98,40,Male,6,2024,2,1
Electronics,391.45,0.05,1,Credit Card,East,0,371.88,8.62,36.01,34,Female,5,2023,11,2
Fashion,33.03,0.0,1,PayPal,Central,0,33.03,5.02,6.54,24,Male,4,2025,5,0
Home,161.36,0.1,1,Credit Card,East,0,145.22,8.67,31.99,32,Female,5,2024,6,4
Beauty,68.42,0.1,1,UPI,West,0,61.58,5.68,22.03,64,Male,8,2024,11,0
Fashion,21.6,0.15,1,Debit Card,South,0,18.36,4.31,2.12,45,Female,5,2025,6,2
Home,222.71,0.1,1,COD,Central,0,200.44,7.86,48.26,26,Male,6,2024,11,3
Home,792.6,0.05,1,COD,North,0,752.97,9.73,201.1,22,Female,4,2025,3,2
Electronics,517.74,0.0,1,UPI,North,0,517.74,10.39,51.74,26,Female,4,2024,1,5
Toys,9.32,0.3,1,PayPal,East,0,6.52,2.24,0.37,58,Female,6,2024,6,2
Fashion,11.4,0.3,1,UPI,North,0,7.98,2.49,0.3,58,Male,5,2024,8,6
Beauty,22.27,0.0,1,Credit Card,East,0,22.27,4.91,5.11,31,Female,5,2024,5,5
Beauty,6.03,0.1,1,Debit Card,West,0,5.43,1.57,0.87,34,Female,6,2025,8,2
Fashion,35.45,0.0,1,Debit Card,West,1,35.45,5.55,6.86,25,Male,4,2025,3,1
Electronics,183.42,0.0,2,Debit Card,Central,0,366.84,8.26,35.76,33,Male,3,2024,6,6
Toys,14.7,0.15,1,Credit Card,West,0,12.5,3.56,1.44,43,Male,5,2024,3,1
Home,59.78,0.0,1,COD,West,0,59.78,6.05,10.69,51,Male,6,2024,4,0
Home,255.38,0.1,1,COD,East,1,229.84,8.17,56.19,45,Male,5,2024,9,6
Toys,13.3,0.1,1,COD,Central,0,11.97,3.49,1.3,35,Female,6,2024,3,3
Electronics,86.0,0.05,1,Debit Card,East,0,81.7,7.31,2.49,60,Female,6,2025,7,6
Toys,22.41,0.15,2,COD,North,0,38.1,4.02,11.22,62,Male,3,2024,2,6
Home,208.41,0.0,1,Debit Card,East,0,208.41,9.22,49.13,56,Female,7,2025,2,1
Beauty,16.55,0.1,1,PayPal,North,0,14.9,4.18,2.53,20,Female,3,2024,3,6
Sports,101.5,0.05,1,Debit Card,West,0,96.42,5.72,23.21,69,Female,5,2024,4,3
Beauty,17.48,0.3,1,COD,South,0,12.24,4.28,1.23,38,Male,4,2024,6,5
Electronics,122.93,0.15,1,Credit Card,North,0,104.49,7.22,5.32,30,Male,4,2024,4,6
Sports,99.37,0.0,1,Wallet,West,0,99.37,8.11,21.7,25,Female,5,2025,2,3
Toys,25.76,0.0,2,Credit Card,Central,0,51.52,5.52,15.09,66,Female,4,2025,3,2
Home,47.74,0.3,1,Debit Card,East,0,33.42,5.16,4.2,38,Male,6,2024,8,5
Home,172.84,0.05,1,Debit Card,Central,0,164.2,7.87,38.11,41,Male,4,2024,9,0
Fashion,101.66,0.0,1,UPI,Central,0,101.66,7.81,27.77,46,Female,5,2024,1,0
Sports,254.87,0.0,1,Debit Card,South,0,254.87,7.78,68.68,67,Female,5,2024,7,2
Grocery,3.49,0.0,1,UPI,North,0,3.49,1.37,-1.09,69,Female,3,2025,3,5
Sports,28.01,0.0,1,COD,East,0,28.01,4.5,3.9,32,Male,5,2024,12,4
Toys,42.01,0.05,2,Credit Card,South,0,79.82,6.94,24.99,43,Female,7,2025,5,5
Toys,24.7,0.2,3,PayPal,South,0,59.28,7.03,16.68,21,Male,4,2025,2,3
Fashion,11.84,0.05,1,Debit Card,Central,0,11.25,5.2,-1.26,69,Male,3,2024,1,6
Home,99.99,0.15,2,UPI,West,0,169.98,9.26,38.33,31,Other,5,2024,6,0
Home,197.78,0.15,1,Debit Card,West,0,168.11,7.9,39.17,51,Female,5,2024,10,2
Beauty,8.44,0.3,1,Debit Card,North,0,5.91,2.68,-0.02,55,Female,3,2024,9,2
Electronics,834.04,0.1,1,Debit Card,East,0,750.64,11.17,78.91,53,Male,6,2024,4,3
Beauty,52.24,0.0,1,Debit Card,West,0,52.24,4.97,18.54,66,Male,8,2024,10,3
Electronics,342.61,0.0,2,COD,South,1,685.22,10.87,71.36,51,Female,4,2024,12,4
Toys,31.58,0.0,1,Wallet,Central,0,31.58,6.1,6.53,45,Male,5,2024,11,1
Grocery,3.12,0.1,1,COD,West,0,2.81,2.12,-1.9,35,Female,5,2024,9,4
Fashion,19.02,0.0,1,Credit Card,West,0,19.02,4.67,1.99,44,Male,4,2024,9,4
Home,206.0,0.0,1,Credit Card,North,0,206.0,8.78,48.9,68,Male,3,2024,9,1
Toys,13.56,0.1,3,Credit Card,East,0,36.61,3.33,11.31,59,Female,6,2025,6,1
Fashion,14.82,0.05,1,PayPal,East,1,14.08,4.12,0.81,33,Female,7,2024,1,4
Electronics,161.36,0.1,1,Credit Card,North,0,145.22,5.62,11.81,41,Female,4,2024,8,4
Sports,105.72,0.05,1,Debit Card,South,1,100.43,7.56,22.57,44,Female,4,2023,12,0
Sports,14.13,0.0,3,UPI,North,0,42.39,5.69,7.03,25,Female,3,2024,1,1
Beauty,6.93,0.1,2,Credit Card,East,0,12.47,4.88,0.73,26,Male,5,2024,1,1
Grocery,3.98,0.05,4,COD,East,0,15.12,4.28,-3.07,54,Male,5,2024,5,0
Grocery,29.76,0.0,1,Credit Card,South,0,29.76,5.49,-3.11,20,Female,5,2024,9,4
Toys,45.0,0.05,1,Debit Card,West,0,42.75,6.69,10.41,23,Male,7,2024,7,1
Fashion,16.74,0.0,1,Debit Card,East,0,16.74,3.65,2.21,28,Male,8,2025,8,5
Fashion,49.83,0.05,1,Debit Card,South,0,47.34,5.35,11.22,55,Female,4,2024,2,5
Toys,10.78,0.1,1,UPI,West,0,9.7,2.7,1.18,29,Male,5,2024,1,0
Sports,15.08,0.05,1,Debit Card,North,0,14.33,4.38,-0.08,53,Male,4,2024,9,1
Home,31.93,0.0,2,UPI,North,0,63.86,5.65,12.23,41,Male,3,2025,5,0
Home,10.7,0.0,2,Credit Card,East,0,21.4,6.21,-0.22,49,Female,6,2025,6,5
Toys,83.61,0.05,1,Credit Card,North,0,79.43,6.83,24.94,36,Male,4,2024,2,0
Electronics,390.94,0.1,3,Credit Card,Central,0,1055.54,10.35,116.31,37,Female,3,2025,4,1
Grocery,2.87,0.0,5,Debit Card,East,0,14.35,3.66,-2.51,23,Female,7,2024,1,0
Beauty,35.41,0.0,1,Wallet,East,0,35.41,4.47,11.46,39,Male,5,2024,7,6
Toys,20.64,0.0,1,Credit Card,South,0,20.64,5.18,3.08,42,Female,4,2023,10,6
Home,40.56,0.05,2,Debit Card,North,0,77.06,5.15,16.43,52,Male,3,2025,4,2
Beauty,19.65,0.1,1,Credit Card,West,0,17.68,5.38,2.58,21,Male,5,2024,1,5
Sports,102.75,0.05,1,PayPal,North,0,97.61,6.88,22.4,20,Female,3,2023,11,4
Home,69.16,0.05,1,Credit Card,Central,0,65.7,7.22,11.18,67,Male,4,2024,6,3
Home,429.39,0.15,1,Debit Card,East,0,364.98,10.38,91.81,39,Female,6,2024,8,4
Beauty,5.44,0.15,2,Credit Card,North,0,9.25,3.35,0.81,52,Female,4,2024,4,1
Electronics,93.79,0.05,1,Credit Card,Central,0,89.1,7.21,3.48,50,Male,4,2025,7,2
Toys,40.2,0.0,1,UPI,West,0,40.2,5.28,10.8,56,Male,4,2023,11,5
Toys,7.67,0.0,1,UPI,East,0,7.67,3.13,-0.06,24,Female,5,2025,1,4
Fashion,11.86,0.1,1,Debit Card,Central,0,10.67,5.53,-1.8,26,Male,7,2025,8,0
Toys,11.62,0.05,1,Debit Card,South,0,11.04,3.32,1.1,53,Female,7,2025,5,2
Sports,28.13,0.0,1,Credit Card,West,0,28.13,4.7,3.74,50,Male,5,2025,2,5
Home,102.42,0.0,2,Debit Card,North,0,204.84,5.63,51.73,29,Other,5,2025,7,4
Fashion,70.05,0.0,1,PayPal,Central,0,70.05,6.75,17.77,30,Female,4,2025,9,2
Home,195.51,0.0,1,Credit Card,East,1,195.51,8.74,46.0,62,Male,5,2024,4,3
Beauty,11.85,0.0,3,Credit Card,South,0,35.55,5.85,10.15,60,Male,6,2024,3,6
Home,164.25,0.0,1,UPI,South,0,164.25,8.88,37.11,54,Male,4,2023,12,2
Home,453.11,0.0,1,COD,South,0,453.11,10.0,116.87,68,Female,4,2024,7,3
Fashion,5.37,0.05,1,COD,Central,0,5.1,2.73,-0.95,42,Male,5,2025,2,2
Sports,112.22,0.0,1,Debit Card,East,0,112.22,7.1,26.57,47,Male,5,2025,2,5
Beauty,19.96,0.0,1,Credit Card,Central,0,19.96,4.81,4.17,62,Male,4,2025,7,2
Grocery,7.6,0.0,2,Credit Card,West,0,15.2,5.38,-4.16,21,Other,4,2025,6,6
Electronics,126.28,0.0,1,Credit Card,South,0,126.28,7.77,7.38,46,Male,4,2024,10,2
Electronics,93.04,0.0,2,Credit Card,East,0,186.08,7.76,14.57,38,Female,6,2023,11,1
Home,344.07,0.0,1,Wallet,West,0,344.07,8.8,87.54,54,Other,4,2024,6,3
Electronics,60.04,0.1,1,Debit Card,North,1,54.04,6.74,-0.26,36,Male,4,2023,12,2
Beauty,18.55,0.0,1,Debit Card,South,0,18.55,3.84,4.51,45,Female,6,2024,12,3
Fashion,16.27,0.0,2,Debit Card,South,1,32.54,4.43,6.96,21,Female,4,2024,4,4
Home,30.98,0.0,2,COD,West,1,61.96,7.95,9.4,22,Male,7,2024,3,3
Beauty,13.65,0.15,1,PayPal,North,0,11.6,4.21,1.01,57,Male,3,2024,9,2
Home,60.03,0.0,4,PayPal,West,0,240.12,9.02,58.21,36,Female,5,2025,4,3
Fashion,35.46,0.2,1,Debit Card,East,0,28.37,5.08,4.85,60,Male,5,2024,10,5
Toys,15.36,0.15,2,PayPal,North,0,26.11,5.09,5.35,60,Female,4,2025,8,1
Toys,15.8,0.0,2,PayPal,South,0,31.6,6.76,5.88,59,Female,6,2023,9,0
Fashion,11.96,0.05,1,Wallet,West,0,11.36,3.14,0.84,19,Female,5,2024,5,5
Toys,5.68,0.1,1,Credit Card,East,0,5.11,1.35,0.69,34,Male,5,2024,9,0
Home,61.59,0.0,1,UPI,Central,0,61.59,5.38,11.87,38,Male,4,2024,1,5
Home,21.09,0.0,1,Credit Card,East,1,21.09,5.79,0.12,18,Female,6,2025,5,4
Fashion,93.09,0.0,2,UPI,West,0,186.18,8.68,56.48,32,Female,8,2025,5,0
Beauty,5.52,0.0,3,Credit Card,East,0,16.56,5.18,2.27,19,Female,6,2025,5,3
Electronics,134.24,0.0,4,Credit Card,East,0,536.96,8.61,55.83,46,Female,9,2025,4,4
Beauty,27.84,0.1,1,PayPal,East,0,25.06,4.69,6.59,67,Female,7,2024,2,3
Grocery,36.07,0.05,1,Debit Card,South,0,34.27,6.45,-3.71,69,Female,4,2024,12,4
Sports,24.23,0.05,1,Credit Card,South,0,23.02,4.64,2.27,33,Male,5,2025,7,3
Grocery,8.61,0.0,4,PayPal,West,0,34.44,6.04,-3.28,29,Male,4,2024,9,3
Home,56.42,0.05,2,Debit Card,South,0,107.2,6.94,23.08,63,Male,4,2023,10,6
Electronics,262.58,0.1,1,Credit Card,North,0,236.32,6.84,21.52,60,Male,3,2025,6,0
Fashion,33.35,0.0,1,UPI,Central,0,33.35,6.11,5.56,22,Male,4,2024,4,4
Electronics,330.1,0.2,1,Credit Card,Central,0,264.08,9.19,22.5,62,Male,4,2025,5,5
Home,15.75,0.0,4,Wallet,West,0,63.0,4.68,12.96,59,Female,5,2024,2,1
Sports,183.69,0.0,1,Debit Card,West,0,183.69,7.57,47.54,20,Female,7,2025,5,1
Home,14.43,0.0,4,COD,North,0,57.72,6.48,9.68,24,Female,4,2025,3,1
Beauty,23.82,0.15,1,Credit Card,East,0,20.25,4.26,4.85,48,Female,6,2024,1,0
Fashion,87.72,0.0,1,Debit Card,East,0,87.72,6.04,24.66,57,Female,5,2025,5,0
Electronics,89.81,0.05,1,Credit Card,East,0,85.32,6.67,3.57,31,Female,5,2024,3,1
Home,160.76,0.0,1,Debit Card,East,0,160.76,6.69,38.32,50,Female,7,2025,9,2
Beauty,8.79,0.1,4,Credit Card,West,0,31.64,6.55,7.69,37,Female,5,2025,4,1
Grocery,3.92,0.3,2,PayPal,North,0,5.49,4.63,-4.19,31,Female,4,2024,10,3
Fashion,7.24,0.2,1,Credit Card,West,0,5.79,2.46,-0.43,39,Male,5,2025,2,6
Sports,55.17,0.0,1,Debit Card,North,0,55.17,6.28,10.27,58,Female,6,2025,4,3
Toys,45.89,0.1,1,Credit Card,South,0,41.3,4.15,12.37,51,Male,5,2024,7,1
Fashion,64.92,0.05,4,Debit Card,Central,0,246.7,7.33,79.01,29,Male,6,2025,9,5
Grocery,12.07,0.1,2,UPI,East,0,21.73,5.56,-3.82,32,Other,5,2024,4,5
Fashion,88.93,0.0,2,Credit Card,Central,0,177.86,8.34,53.91,53,Female,4,2024,5,3
Grocery,24.77,0.0,4,PayPal,West,0,99.08,6.48,1.45,67,Male,5,2024,7,5
Electronics,342.59,0.0,1,Credit Card,West,0,342.59,9.44,31.67,56,Male,4,2024,1,6
Beauty,12.1,0.3,1,UPI,North,0,8.47,2.51,1.3,59,Female,3,2025,7,4
Toys,43.79,0.0,5,UPI,East,0,218.95,8.14,79.44,25,Male,5,2024,5,4
Fashion,26.17,0.15,1,Credit Card,West,0,22.24,5.21,2.57,69,Female,6,2024,2,6
Electronics,111.78,0.0,1,Debit Card,North,0,111.78,6.72,6.69,64,Male,3,2023,11,3
Electronics,316.32,0.05,1,Credit Card,South,0,300.5,8.26,27.8,26,Female,6,2024,6,2
Electronics,78.67,0.0,1,Debit Card,East,0,78.67,7.05,2.39,54,Female,5,2024,9,3
Beauty,8.81,0.1,1,UPI,Central,0,7.93,0.82,2.75,35,Female,3,2023,10,4
Toys,38.99,0.0,1,Debit Card,West,0,38.99,5.06,10.54,66,Female,6,2025,5,1
Electronics,225.55,0.05,2,Debit Card,South,0,428.54,11.49,39.93,51,Male,5,2025,2,2
Electronics,267.93,0.05,2,Credit Card,South,1,509.07,8.58,52.51,25,Female,5,2023,9,2
Electronics,301.49,0.3,1,Wallet,West,0,211.04,8.1,17.22,67,Female,7,2023,10,0
Fashion,38.39,0.15,1,Credit Card,North,0,32.63,4.51,6.91,69,Male,5,2023,9,3
Grocery,4.24,0.0,1,Credit Card,West,0,4.24,2.93,-2.59,67,Male,5,2024,7,6
Fashion,126.83,0.15,1,PayPal,North,0,107.81,7.73,30.0,43,Male,4,2024,3,5
Home,159.68,0.0,1,COD,North,0,159.68,6.89,37.82,47,Female,3,2024,1,1
Electronics,392.18,0.0,1,Credit Card,South,1,392.18,10.02,37.04,27,Male,5,2024,5,5
Electronics,638.9,0.2,1,Debit Card,South,0,511.12,10.67,50.66,28,Female,6,2024,11,4
Fashion,60.5,0.0,1,Credit Card,Central,0,60.5,6.47,14.7,50,Male,4,2025,2,4
Fashion,11.35,0.0,1,COD,North,0,11.35,4.33,-0.36,27,Male,4,2024,1,4
Electronics,184.79,0.0,1,Credit Card,South,0,184.79,8.19,13.98,20,Male,5,2025,5,0
Toys,11.2,0.0,2,Credit Card,North,0,22.4,5.45,3.51,37,Female,4,2024,5,3
Home,156.83,0.15,1,UPI,East,0,133.31,7.06,30.27,20,Male,5,2024,5,5
Beauty,32.92,0.2,1,COD,West,0,26.34,4.36,7.49,31,Female,5,2025,8,4
Home,117.04,0.05,1,COD,Central,0,111.19,7.46,23.67,39,Female,4,2024,10,4
Fashion,30.1,0.0,1,Debit Card,South,0,30.1,6.75,3.78,20,Female,4,2025,7,1
Electronics,729.1,0.0,1,Debit Card,North,0,729.1,9.56,77.93,22,Male,3,2024,9,0
Electronics,313.09,0.05,1,Credit Card,South,0,297.44,7.29,28.4,29,Female,5,2024,10,3
Fashion,90.37,0.1,1,Credit Card,East,0,81.33,7.83,20.64,34,Male,5,2024,10,6
Toys,53.49,0.15,1,Debit Card,West,0,45.47,6.43,11.76,64,Female,4,2024,2,1
Fashion,32.03,0.3,1,Credit Card,Central,0,22.42,5.02,2.83,63,Male,4,2025,8,6
Fashion,21.89,0.0,2,Credit Card,West,0,43.78,5.08,10.24,21,Other,5,2025,7,0
Beauty,14.4,0.15,1,Debit Card,East,0,12.24,5.27,0.24,49,Male,5,2024,4,6
Home,21.37,0.1,2,Credit Card,North,0,38.47,5.2,5.57,38,Female,5,2025,5,0
Sports,52.42,0.05,1,Credit Card,South,0,49.8,6.62,8.32,41,Male,5,2023,10,0
Fashion,39.71,0.05,1,Debit Card,Central,0,37.72,5.19,8.01,68,Male,4,2023,12,2
Beauty,8.65,0.3,1,Credit Card,Central,0,6.06,3.18,-0.45,68,Female,3,2023,11,3
Toys,5.86,0.0,1,Credit Card,North,0,5.86,2.84,-0.5,50,Other,3,2024,10,3
Home,60.2,0.0,1,Credit Card,North,0,60.2,6.19,10.67,36,Female,4,2024,10,1
Grocery,2.4,0.0,1,UPI,East,1,2.4,2.5,-2.31,35,Male,5,2024,10,5
Beauty,19.65,0.05,2,Credit Card,North,0,37.33,5.56,11.24,65,Male,5,2024,5,6
Sports,109.23,0.0,1,Credit Card,South,0,109.23,6.36,26.41,33,Male,6,2024,9,2
Home,126.87,0.05,4,COD,Central,0,482.11,9.59,125.4,48,Other,4,2025,2,6
Toys,8.47,0.0,1,COD,North,0,8.47,4.98,-1.59,51,Male,6,2024,3,1
Home,269.51,0.0,1,Credit Card,North,0,269.51,7.96,67.5,27,Male,4,2025,6,5
Grocery,2.53,0.05,1,Credit Card,North,0,2.4,2.86,-2.67,66,Male,3,2025,3,5
Fashion,5.08,0.05,1,Credit Card,South,0,4.83,3.83,-2.14,29,Male,4,2024,11,4
Toys,4.84,0.0,1,Debit Card,North,0,4.84,1.56,0.38,21,Male,4,2024,7,0
Beauty,34.54,0.05,1,Debit Card,North,0,32.81,5.82,8.94,32,Male,3,2024,2,1
Toys,32.57,0.05,4,Debit Card,East,0,123.77,6.62,42.89,46,Male,7,2025,7,6
Electronics,522.6,0.0,1,Wallet,West,0,522.6,9.28,53.43,18,Male,5,2025,7,3
Fashion,24.28,0.1,1,PayPal,Central,0,21.85,5.72,1.93,20,Female,4,2025,4,3
Toys,42.87,0.05,1,Credit Card,North,0,40.73,5.09,11.2,55,Female,3,2024,6,5
Fashion,113.3,0.0,2,Credit Card,North,0,226.6,10.22,69.09,33,Male,3,2024,6,6
Sports,178.68,0.0,1,Credit Card,South,0,178.68,8.31,45.29,37,Male,6,2025,6,4
Grocery,18.59,0.15,1,Credit Card,East,0,15.8,4.34,-3.08,58,Male,7,2024,2,1
Electronics,647.77,0.1,1,Credit Card,Central,0,582.99,9.57,60.39,69,Female,4,2024,2,3
Home,151.39,0.0,1,COD,Central,0,151.39,6.91,35.48,63,Female,4,2023,12,2
Electronics,1131.63,0.2,1,COD,South,1,905.3,9.62,99.02,52,Female,4,2023,10,1
Electronics,373.18,0.0,2,Debit Card,North,0,746.36,10.04,79.52,69,Female,6,2025,8,2
Beauty,7.42,0.0,1,COD,South,0,7.42,2.44,0.9,54,Male,6,2024,9,2
Fashion,14.91,0.0,1,COD,South,0,14.91,5.09,0.13,47,Male,4,2024,9,3
Home,84.16,0.05,1,Credit Card,Central,0,79.95,6.26,16.13,56,Female,4,2023,12,0
Grocery,17.74,0.05,1,Debit Card,South,0,16.85,2.88,-1.53,33,Male,4,2024,9,2
Fashion,12.44,0.05,1,Credit Card,East,0,11.82,4.93,-0.79,23,Male,5,2025,5,4
Toys,6.26,0.05,1,Wallet,Central,0,5.95,2.81,-0.43,29,Male,3,2025,4,3
Home,20.57,0.05,5,Debit Card,South,0,97.71,6.39,20.97,67,Female,5,2023,11,3
Fashion,14.01,0.0,2,PayPal,North,0,28.02,6.44,3.37,28,Female,5,2025,8,0
Fashion,17.22,0.15,1,Wallet,East,0,14.64,3.93,1.19,31,Female,7,2024,2,2
Electronics,315.74,0.05,1,Credit Card,West,0,299.95,8.3,27.69,19,Male,4,2024,3,3
Sports,58.35,0.05,1,Debit Card,North,0,55.43,5.15,11.48,21,Other,3,2024,1,0
Home,22.97,0.0,1,Debit Card,North,0,22.97,5.32,1.11,54,Female,5,2025,9,2
Beauty,7.23,0.0,2,Debit Card,North,1,14.46,4.74,1.77,68,Female,3,2024,1,6
Fashion,41.08,0.1,2,Credit Card,South,0,73.94,7.59,18.29,48,Female,4,2024,1,6
Sports,23.91,0.0,1,Credit Card,North,0,23.91,4.43,2.74,56,Female,3,2024,8,1
Electronics,474.2,0.05,1,UPI,East,0,450.49,11.11,42.95,62,Female,6,2024,2,5
Sports,19.85,0.0,1,PayPal,West,0,19.85,3.99,1.96,69,Male,4,2025,1,2
Electronics,118.56,0.1,1,Credit Card,South,0,106.7,6.15,6.65,42,Male,5,2023,12,4
Home,284.86,0.1,1,Debit Card,South,0,256.37,8.38,63.4,44,Female,5,2024,2,3
Beauty,21.69,0.0,1,Credit Card,South,0,21.69,6.22,3.54,63,Other,5,2025,8,5
Toys,91.0,0.0,1,Debit Card,East,0,91.0,7.77,28.63,25,Female,7,2024,8,2
Toys,5.25,0.0,1,Debit Card,West,0,5.25,2.88,-0.78,44,Male,5,2023,10,5
Beauty,4.98,0.0,1,Debit Card,West,0,4.98,3.09,-0.85,25,Female,5,2024,9,3
Grocery,2.04,0.0,2,Credit Card,West,0,4.08,2.81,-2.48,22,Male,6,2025,2,1
Home,370.59,0.0,1,Debit Card,South,0,370.59,9.2,94.57,63,Male,5,2023,9,0
Home,145.7,0.0,1,PayPal,Central,0,145.7,7.25,33.55,42,Male,4,2024,7,2
Sports,50.42,0.05,2,UPI,South,0,95.8,9.15,19.59,47,Male,6,2025,8,6
Toys,11.53,0.0,3,Debit Card,Central,0,34.59,4.44,9.4,65,Male,5,2024,12,0
Beauty,32.51,0.05,1,UPI,North,0,30.88,5.91,7.99,64,Female,4,2023,9,0
Grocery,13.62,0.05,3,Credit Card,West,0,38.82,3.5,-0.39,38,Male,4,2024,9,0
Fashion,26.62,0.0,1,Credit Card,East,0,26.62,3.81,5.51,40,Female,5,2023,9,3
Grocery,16.42,0.1,1,COD,East,0,14.78,3.76,-2.58,64,Other,6,2023,9,2
Fashion,25.62,0.0,1,Wallet,Central,0,25.62,4.85,4.12,69,Female,5,2025,3,1
Beauty,17.75,0.0,2,COD,North,0,35.5,3.62,12.36,28,Other,5,2025,6,1
Toys,39.41,0.15,1,Credit Card,North,0,33.5,5.23,8.17,39,Female,5,2025,7,3
Toys,4.48,0.15,1,UPI,Central,0,3.81,3.24,-1.72,37,Male,4,2024,7,1
Fashion,32.85,0.0,1,Credit Card,North,0,32.85,8.03,3.47,69,Female,3,2024,1,2
Grocery,2.27,0.0,1,Credit Card,South,0,2.27,0.0,0.18,19,Male,5,2024,6,6
Electronics,62.84,0.05,4,Debit Card,North,0,238.79,10.17,18.48,36,Female,5,2024,4,2
Electronics,1149.67,0.3,1,Credit Card,West,0,804.77,10.17,86.4,29,Other,6,2025,1,3
Toys,18.26,0.05,1,Credit Card,West,0,17.35,4.55,2.39,18,Male,4,2024,3,5
Toys,76.28,0.0,1,Credit Card,East,0,76.28,6.8,23.71,58,Male,8,2025,1,4
Sports,202.55,0.0,1,Debit Card,East,0,202.55,7.55,53.22,19,Female,5,2024,6,0
Toys,84.97,0.05,1,UPI,East,0,80.72,7.34,24.95,57,Other,5,2024,5,3
Electronics,936.45,0.1,1,UPI,North,0,842.8,10.84,90.3,29,Female,6,2024,3,0
Electronics,737.07,0.1,3,Credit Card,North,0,1990.09,12.76,226.05,34,Other,3,2024,9,6
Grocery,17.96,0.1,1,Credit Card,West,0,16.16,5.45,-4.16,42,Female,6,2024,4,5
Beauty,35.51,0.15,2,Debit Card,Central,0,60.37,7.48,19.69,20,Male,3,2023,10,1
Grocery,38.65,0.15,1,Credit Card,Central,0,32.85,6.06,-3.43,66,Male,3,2024,2,2
Grocery,50.67,0.0,2,Credit Card,South,0,101.34,7.41,0.7,57,Female,4,2023,9,0
Sports,293.48,0.0,1,PayPal,West,0,293.48,8.01,80.03,66,Female,6,2024,6,5
Beauty,19.17,0.0,1,UPI,South,0,19.17,3.69,4.94,19,Female,4,2025,6,4
Fashion,108.01,0.05,1,Credit Card,North,0,102.61,7.34,28.57,37,Female,3,2024,2,0
Electronics,281.99,0.0,1,Wallet,East,0,281.99,8.64,25.2,63,Male,6,2023,11,2
Sports,91.68,0.0,2,Debit Card,North,0,183.36,7.06,47.95,18,Female,5,2025,4,6
Toys,36.17,0.0,4,UPI,East,0,144.68,6.28,51.59,31,Male,5,2023,12,2
Beauty,46.43,0.05,1,COD,East,0,44.11,6.22,13.63,28,Other,8,2025,3,6
Electronics,614.29,0.0,4,Debit Card,South,1,2457.16,10.84,284.02,45,Male,6,2024,12,4
Electronics,622.84,0.0,1,Credit Card,Central,0,622.84,9.12,65.62,46,Male,4,2025,7,1
Electronics,230.96,0.0,2,COD,South,0,461.92,8.55,46.88,65,Female,4,2024,11,1
Sports,84.34,0.15,1,PayPal,Central,0,71.69,7.07,14.44,27,Male,4,2025,2,0
Beauty,10.14,0.1,1,PayPal,East,0,9.13,3.14,0.97,56,Female,5,2023,9,4
Home,91.97,0.1,1,Credit Card,East,0,82.77,6.42,16.76,53,Female,7,2024,5,4
Beauty,82.3,0.0,1,COD,North,0,82.3,7.59,29.44,53,Female,3,2024,6,1
Fashion,88.38,0.0,1,Credit Card,West,0,88.38,7.29,23.64,30,Female,5,2024,1,1
Toys,10.86,0.2,2,Credit Card,West,0,17.38,4.25,2.7,69,Female,6,2025,5,2
Fashion,54.27,0.15,1,Wallet,Central,0,46.13,5.42,10.73,63,Female,6,2024,2,3
Sports,38.74,0.05,1,UPI,Central,0,36.8,4.37,6.67,58,Female,6,2023,10,1
Home,40.56,0.1,1,COD,West,0,36.5,4.61,5.61,66,Female,4,2024,9,1
Electronics,225.68,0.0,3,Debit Card,North,0,677.04,11.1,70.14,33,Male,7,2024,2,3
Fashion,14.27,0.05,1,Debit Card,South,0,13.56,1.97,2.78,49,Female,6,2024,11,1
Grocery,11.65,0.0,5,Credit Card,North,0,58.25,5.62,-0.96,56,Female,3,2023,11,1
Fashion,32.19,0.0,1,Debit Card,East,0,32.19,5.15,6.12,38,Male,7,2024,3,0
Electronics,98.34,0.2,1,UPI,South,0,78.67,5.11,4.33,41,Male,4,2024,4,2
